fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness,putout_time_num,region,cause_category,Vegetation_group,mid50_hi
NA,2,B,Arson,34.205054,-87.960329,AL,5/19/2006,5/19/2006,May,5/19/2006 14:15,5/19/2006 15:44,0 days 00:00:00.000000000,4/19/2006,2006,Apr,999999,35962.402460000005,63895,2002,2019,16,0.1,999999-54828-2006.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18807166800065556,0,South,Arson,Forest,0
FY2012-BULLOCH-046,1.5,B,Debris Burning,32.2305487,-81.62492676,GA,2/5/2012,2/5/2012,Feb,2/5/2012 15:55,2/5/2012 17:00,0 days 00:00:00.000000000,1/6/2012,2012,Jan,722691,23350.49549,366,1942,2020,12,0.1,722691-00366-2012.gz,11.76532258,16.05813953,21,0,1.605806452,1.909302326,2.214285714,0,66.28753994,70.64893617,41.16666667,0,0,0,0,0,0.13247139367664065,0,South,Debris Burning,Shrubland,0
TOM,4,B,Lightning,41.74333333,-122.06,CA,7/31/1997,8/3/1997,Jul,7/31/1997 20:00,8/3/1997 8:00,3 days 00:00:00.000000000,7/1/1997,1997,Jul,725955,34130.52232,99999,1973,2020,15,0.1,725955-24259-1997.gz,21.54404946,22.57104558,22.79428571,21.27027027,2.529984544,2.623324397,2.506285714,2.17972973,45.29829985,44.41286863,43.77142857,48.31081081,1,1,1,0,0.5147333345649905,3,West,Natural,Forest,0
NA,3,B,Arson,36.9749,-119.3243,CA,6/18/1994,6/18/1994,Jun,6/18/1994 2:52,6/18/1994 3:54,0 days 00:00:00.000000000,5/19/1994,1994,May,723890,41304.882260000006,93193,1973,2005,0,0.1,723890-93193-1994.gz,23.04527778,23.915,24.67678571,0,3.745555556,4.071111111,3.947619048,0,44.80694444,39.58888889,36.20238095,0,1,0,0,0,0.48896634347742607,0,West,Arson,Tundra/Barren,0
NA,3,B,Miscellaneous,34.16478803,-89.80243974,MS,9/18/1999,9/18/1999,Sep,9/18/1999 13:30,9/18/1999 14:30,0 days 00:00:00.000000000,8/19/1999,1999,Aug,722359,78719.35237000001,13978,1942,2010,16,0.1,722359-13978-1999.gz,25.063084699999997,23.6046798,21.73815029,0,2.157395702,2.063054187,2.562427746,0,68.07605634,68.61864407,61.46470588,0,1,1,0,0,0.2049208305563519,0,South,Other/Unknown,Forest,0
FY2011-RANDOLPH-053,19.68,C,Debris Burning,31.76125425,-84.62834319,GA,5/31/2011,5/31/2011,May,5/31/2011 16:01,5/31/2011 16:50,0 days 00:00:00.000000000,5/1/2011,2011,May,720257,47637.838039999995,99999,2005,2020,12,1,720257-63835-2011.gz,22.35824059,23.33263158,26.29612756,0,1.318441971,1.218842105,1.247835991,0,58.89602888,57.60471567,60.00309598,0,0,0,0,0,0.15963923275203395,0,South,Debris Burning,Shrubland,1
"6652 SPICE POND ROAD, AL",3,B,Miscellaneous,30.834903000000004,-88.198421,AL,5/19/2011,5/19/2011,May,5/19/2011 13:38,5/19/2011 14:58,0 days 00:00:00.000000000,4/19/2011,2011,Apr,722230,16911.50807,13894,1990,2020,12,0.1,722230-13894-2011.gz,22.11504803,20.64174528,20.21382979,0,3.62828175,2.691509434,2.775,0,72.86740331,68.1198044,66.16847826,0,1,1,1,0,0.19263287194830503,0,South,Other/Unknown,Shrubland,0
LOAFER,1.6,B,Lightning,33.5169,-109.5667,AZ,5/29/2005,5/30/2005,May,5/29/2005 13:00,5/30/2005 17:00,1 days 00:00:00.000000000,4/29/2005,2005,Apr,722747,73685.6544,93084,1942,2010,16,0.1,722747-99999-2005.gz,24.24267782,27.96418733,29.59411765,23.42307692,3.990794979,4.04077135,4.57,4.788461538,20.83821478,18.79889807,21.69411765,51.38461538,1,1,1,0,0.39328870613294065,1,West,Natural,Forest,0
NIGHT OWL,5,B,Arson,35.3189,-96.2661,OK,2/2/2008,2/3/2008,Feb,2/2/2008 19:30,2/3/2008 19:30,1 days 00:00:00.000000000,1/3/2008,2008,Jan,722164,48250.02417,53949,1973,2020,15,0.1,722164-53949-2008.gz,5.359587181,2.439276486,5.113895216,9.154929577,4.1960869569999995,4.24121447,4.712756263999999,4.053521127,65.79828571,64.34550562,66.08226221,44.014084510000004,0,0,0,0,0.2641549500125737,1,South,Arson,Forest,0
OAK,6,B,Arson,39.45833333,-122.9416667,CA,10/20/1998,10/21/1998,Oct,10/20/1998 23:00,10/21/1998 10:00,1 days 00:00:00.000000000,9/20/1998,1998,Sep,725905,43963.33697,99999,1959,2020,0,0.1,725905-23275-1998.gz,14.92676431,14.03269755,13.78857143,14.82608696,1.704793609,1.421525886,1.213714286,0.7826086959999999,63.79384203,59.90358127,60.64739884,48.86956522,1,0,0,0,0.524797460174435,1,West,Arson,Tundra/Barren,1
ARROWHEAD #2,3,B,Debris Burning,35.3951,-88.247483,TN,3/19/2010,3/19/2010,Mar,3/19/2010 11:30,3/19/2010 11:30,0 days 00:00:00.000000000,2/17/2010,2010,Feb,723346,64595.410229999994,3811,2006,2020,15,0.1,723346-03811-2010.gz,6.934729879,9.994969819,9.459459459,0,3.107276736,3.399195171,3.760617761,0,69.60816777,71.25806452,76.63320463,0,1,1,1,0,0.1899356919894948,0,South,Debris Burning,Forest,0
ASSIST 2,25,C,Miscellaneous,41.763000000000005,-108.9848,WY,4/13/2002,4/13/2002,Apr,4/13/2002 16:38,4/13/2002 21:00,0 days 00:00:00.000000000,3/14/2002,2002,Mar,725760,118788.1901,24021,1973,2020,15,1,725760-24021-2002.gz,2.123846154,7.156113537,10.83744292,0,2.9364835160000005,3.2567685589999997,3.792694064,0,55.46035242,42.55240175,37.03196347,0,1,0,0,0,0.3831760741455241,0,West,Other/Unknown,Forest,1
NA,5.68,B,Debris Burning,31.293000000000003,-84.1756,GA,1/25/1994,1/25/1994,Jan,1/25/1994 12:00,1/25/1994 13:55,0 days 00:00:00.000000000,12/26/1993,1993,Dec,722268,121350.0331,13839,1935,2020,12,0.1,722268-93843-1993.gz,8.468518519,0,0,0,3.62962963,0,0,0,54.97115385,0,0,0,0,0,0,0,0.1559240495737897,0,South,Debris Burning,Shrubland,1
CHAOS,5,B,Miscellaneous,45.2436,-108.5393,MT,3/11/2008,3/11/2008,Mar,3/11/2008 5:30,3/11/2008 8:00,0 days 00:00:00.000000000,2/10/2008,2008,Feb,726667,88429.30368,99999,1973,2020,9,0.1,726667-24048-2008.gz,-0.390339426,1.175703325,0.5152542370000001,0,3.242689295,3.635294118,3.113559322,0,67.04705882,64.28205128,59.31638418,0,0,0,0,0,0.3776594168089844,0,West,Other/Unknown,Tundra/Barren,0
TURTLE 2,43,C,Lightning,34.6667,-117.1342,CA,8/14/1992,8/14/1992,Aug,8/14/1992 15:05,8/14/1992 21:00,0 days 00:00:00.000000000,7/15/1992,1992,Jul,723825,23983.27859,99999,1949,2020,16,1,723825-23131-1992.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4680988416387113,0,West,Natural,Forest,1
NA,2.38,B,Debris Burning,41.85234468,-74.62027406,NY,4/22/2007,4/22/2007,Apr,4/22/2007 15:40,4/22/2007 15:40,0 days 00:00:00.000000000,3/23/2007,2007,Mar,725145,22574.098680000003,99999,1973,2020,15,0.1,725145-54746-2007.gz,3.783294664,2.943466172,6.557539683,0,4.027470998,4.38721038,4.450198413,0,64.54432793,66.33675373,65.798,0,1,1,1,0,0.06581178316229619,0,Northeast,Debris Burning,Forest,0
NA,21,C,Debris Burning,34.221467,-88.047014,AL,7/2/2009,7/2/2009,Jul,7/2/2009 15:11,7/2/2009 16:20,0 days 00:00:00.000000000,6/2/2009,2009,Jun,999999,40336.69498,63895,2002,2019,16,1,999999-92811-2009.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18884997067709497,0,South,Debris Burning,Forest,1
NA,2,B,Arson,31.48352512,-89.89945307,MS,2/6/1997,2/6/1997,Feb,2/6/1997 20:04,2/6/1997 21:10,0 days 00:00:00.000000000,1/7/1997,1997,Jan,722348,53859.6354,53808,1973,2020,12,0.1,722348-99999-1997.gz,8.340720222,13.27576602,13.55232558,0,2.527146814,2.457660167,1.920348837,0,68.05540166,74.38161559999999,75.13953488,0,0,0,0,0,0.20768589992500489,0,South,Arson,Shrubland,0
SLIPPERY FALLS,4,B,Equipment Use,34.2964,-96.7036,OK,7/8/2006,7/8/2006,Jul,7/8/2006 12:30,7/8/2006 12:45,0 days 00:00:00.000000000,6/8/2006,2006,Jun,A00004,42048.7127,53929,1948,2019,16,0.1,A00004-53929-2006.gz,29.009762899999995,28.54469274,29.23952096,0,2.337656904,1.89301676,2.237724551,0,54.91899441,54.31005587,56.10778443,0,0,0,0,0,0.2689109804612906,0,South,Infrastructure,Forest,0
NA,12,C,Debris Burning,31.52074526,-89.86021014,MS,1/1/2012,1/1/2012,Jan,1/1/2012 14:31,1/1/2012 16:28,0 days 00:00:00.000000000,12/2/2011,2011,Dec,722348,50442.63853,53808,1973,2020,12,1,722348-53808-2011.gz,10.49883232,10.62511715,9.619238477,0,2.671141254,2.507966261,2.266733467,0,67.9424696,68.95595127,69.21843687,0,1,1,1,0,0.20729839735922304,0,South,Debris Burning,Shrubland,1
NA,4,B,Lightning,45.585,-114.82666670000002,ID,7/29/1994,8/4/1994,Jul,7/29/1994 16:37,8/4/1994 15:00,6 days 00:00:00.000000000,6/29/1994,1994,Jun,725784,86192.62165,4109,1973,2020,15,0.1,725784-99999-1994.gz,20.02992593,22.14124629,23.43831169,23.06350365,0.995703704,0.952818991,0.8636363640000001,0.94160583899999994,60.84888889,59.57863501,62.77272727,63.37956204,0,0,0,0,0.43998618929438815,6,West,Natural,Forest,0
RAMSEY FORD ROAD,4,B,Missing/Undefined,34.04333333,-78.72,NC,6/3/2011,6/3/2011,Jun,6/3/2011 17:00,6/3/2011 19:45,0 days 00:00:00.000000000,5/4/2011,2011,May,720274,24811.81073,99999,2006,2020,16,0.1,720274-93799-2011.gz,21.80843942,24.58182674,25.52845528,0,1.649882131,1.693032015,1.513414634,0,73.97933884,71.47198276,71.25837321,0,1,0,0,0,0.10557576718346584,0,South,Other/Unknown,Forest,0
LOST DOG,20,C,Lightning,26.0181,-81.0239,FL,6/26/2014,6/30/2014,Jun,6/26/2014 18:30,6/30/2014 21:00,4 days 00:00:00.000000000,5/27/2014,2014,May,999999,32230.05308,92826,2006,2016,12,1,999999-04126-2014.gz,15.59325231,14.52321759,17.75605159,15.97048611,3.290833333,3.2569444439999997,2.944642857,4.023958333,0,0,0,0,0,0,0,0,0.13228831309978517,4,South,Natural,Shrubland,1
SALIZ,7,B,Lightning,33.66666667,-108.8016667,NM,6/28/2002,7/2/2002,Jun,6/28/2002 17:30,7/2/2002 8:00,4 days 00:00:00.000000000,5/29/2002,2002,May,723754,108425.9293,93027,1973,2018,16,0.1,723754-99999-2002.gz,23.88243832,24.78419453,24.91823899,25.26315789,4.293033382,4.346808511,4.103773585,2.875789474,18.63860668,16.66261398,19.10691824,22.21052632,0,0,0,0,0.3856599480369982,4,West,Natural,Forest,1
#2 JEWETT RD.,5,B,Arson,35.764283,-84.904433,TN,1/21/2015,1/21/2015,Jan,1/21/2015 18:00,1/21/2015 19:30,0 days 00:00:00.000000000,12/22/2014,2014,Dec,723250,26145.09775,3847,1973,2020,15,0.1,723250-03847-2014.gz,6.742825607,0,0,0,2.965701559,0,0,0,81.83964365,0,0,0,1,0,0,0,0.15945142065750795,0,South,Arson,Forest,0
NA,1.5,B,Campfire,33.991096,-81.191132,SC,2/21/2015,2/21/2015,Feb,2/21/2015 14:16,2/21/2015 15:10,0 days 00:00:00.000000000,1/22/2015,2015,Jan,723100,8679.864952,13883,1973,2020,16,0.1,723100-13883-2015.gz,6.443025751,5.435490605,1.479908676,0,3.131437768,3.272025052,3.838812785,0,56.11717861,54.5987395,51.10185185,0,1,1,1,0,0.12740870689106387,0,South,Recreational,Forest,0
85,25,C,Miscellaneous,37.97,-97.93,KS,10/18/2015,10/19/2015,Oct,10/18/2015 23:21,NA,1 days 00:00:00.000000000,9/18/2015,2015,Sep,724506,12855.73334,99999,2006,2020,0,1,724506-13986-2015.gz,18.836489899999997,17.10306905,18.0887574,15.17916667,3.403037975,3.277692308,4.046153846,6.775,62.15443038,57.16923077,42.53254438,45.16666667,1,1,0,0,0.2783251960689883,1,Midwest,Other/Unknown,Tundra/Barren,1
NA,1.5,B,Arson,31.178921999999996,-87.829877,AL,1/23/2003,1/23/2003,Jan,1/23/2003 16:40,1/23/2003 18:25,0 days 00:00:00.000000000,12/24/2002,2002,Dec,722235,65391.69164,13838,1945,2020,12,0.1,722235-99999-2002.gz,11.65367965,0,0,0,4.114285714,0,0,0,78.58793969999999,0,0,0,1,0,0,0,0.18901585090016423,0,South,Arson,Shrubland,0
NA,10,C,Equipment Use,40.24972222,-94.03694444,MO,3/26/2014,3/26/2014,Mar,3/26/2014 11:47,3/26/2014 12:44,0 days 00:00:00.000000000,2/24/2014,2014,Feb,725499,44117.73082,99999,2006,2020,14,1,725499-94991-2014.gz,-1.926860465,2.714698795,1.4433155080000002,0,5.271976744,5.612771083999999,4.981283422,0,64.34186047,61.64819277,59.44919786,0,1,1,1,0,0.24071307697040156,0,Midwest,Infrastructure,Forest,1
MOTHERS,2,B,Lightning,32.59277778,-109.8769444,AZ,5/30/2003,6/1/2003,May,5/30/2003 15:30,6/1/2003 12:00,2 days 00:00:00.000000000,4/30/2003,2003,Apr,722747,36560.92076,99999,1973,2020,12,0.1,722747-99999-2003.gz,24.7037037,27.88957055,29.11724138,27.91304348,4.210802469,4.247852761,4.155862068999999,4.147826086999999,18.77623457,20.45705521,19.75172414,34.60869565,1,1,1,0,0.39698643991180727,2,West,Natural,Shrubland,0
MOCO,1.5,B,Miscellaneous,35.1828,-114.0305,AZ,9/2/2005,9/2/2005,Sep,9/2/2005 16:00,9/2/2005 18:00,0 days 00:00:00.000000000,8/3/2005,2005,Aug,724846,155251.7582,99999,1973,2020,15,0.1,724846-99999-2005.gz,31.00407609,31.93314763,32.78915663,0,3.0201086960000003,2.915598886,2.892168675,0,30.69565217,20.79387187,17.53614458,0,1,0,0,0,0.4365427436120919,0,West,Other/Unknown,Forest,0
SHEEP CR,2,B,Debris Burning,46.36833333,-113.6533333,MT,4/16/1995,4/16/1995,Apr,4/16/1995 14:45,4/16/1995 16:15,0 days 00:00:00.000000000,3/17/1995,1995,Mar,726774,40456.52934,99999,1990,2005,9,0.1,726774-99999-1995.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4280448158806318,0,West,Debris Burning,Tundra/Barren,0
NA,2,B,Debris Burning,36.09513,-91.61947,AR,2/23/2012,2/23/2012,Feb,2/23/2012 16:00,2/23/2012 17:45,0 days 00:00:00.000000000,1/24/2012,2012,Jan,723448,41033.00058,53934,1973,2020,0,0.1,723448-53934-2012.gz,7.089277279,5.407907425,8.962301587,0,2.409924386,2.333880309,2.478571429,0,66.14742968,65.4336989,64.38969072,0,1,1,1,0,0.22043522795141968,0,South,Debris Burning,Tundra/Barren,0
BALLFIELD,7,B,Arson,35.755,-94.6439,OK,12/11/2010,12/11/2010,Dec,12/11/2010 18:00,12/11/2010 18:40,0 days 00:00:00.000000000,11/11/2010,2010,Nov,722199,37749.19294,99999,2006,2020,15,0.1,722199-53956-2010.gz,6.963408986,3.00462963,2.075396825,0,2.520981936,1.835185185,1.49047619,0,71.73379052,66.42891859,70.54712042,0,0,0,0,0,0.24870480655427007,0,South,Arson,Forest,1
NA,4,B,Missing/Undefined,34.97890041,-95.58609763,OK,3/4/1996,3/4/1996,Mar,3/4/1996 13:35,3/4/1996 16:20,0 days 00:00:00.000000000,2/3/1996,1996,Feb,723566,20957.23215,93950,1947,2020,16,0.1,723566-93950-1996.gz,9.591193182,12.46572238,8.162048193,0,4.163636363999999,3.924645892,4.43373494,0,50.24892704,48.7008547,54.93902439,0,1,1,1,0,0.25798823296808515,0,South,Other/Unknown,Forest,0
NA,4,B,Miscellaneous,32.390201,-85.201418,AL,2/28/2007,2/28/2007,Feb,2/28/2007 14:09,2/28/2007 14:53,0 days 00:00:00.000000000,1/29/2007,2007,Jan,722250,19990.61109,99999,2006,2020,12,0.1,722250-13829-2007.gz,7.476540284,9.706334842,13.49681818,0,2.415876777,2.846832579,2.501818182,0,66.27785059,67.54081633,69.05699482,0,1,1,1,0,0.16433713118454363,0,South,Other/Unknown,Shrubland,0
EC110,40,C,Miscellaneous,34.8094,-95.4808,OK,3/16/2007,3/16/2007,Mar,3/16/2007 11:53,3/16/2007 16:00,0 days 00:00:00.000000000,2/14/2007,2007,Feb,723566,28788.54162,93950,1947,2020,16,1,723566-93950-2007.gz,10.81513002,13.45400458,16.02042553,0,4.260638298,3.313729977,2.5076595740000003,0,58.35928144,58.842723,73.59375,0,1,1,1,0,0.25710855130813526,0,South,Other/Unknown,Forest,1
OTA 70,4.9,B,Equipment Use,43.2569,-116.1319,ID,8/5/2009,8/5/2009,Aug,8/5/2009 15:05,8/5/2009 15:40,0 days 00:00:00.000000000,7/6/2009,2009,Jul,726815,31505.34262,24106,1973,2020,9,0.1,726815-24106-2009.gz,26.73450164,28.45870968,28.11146789,0,4.178422782,4.048817204,4.2261467889999995,0,27.37677985,26.27741935,27.74311927,0,1,0,0,0,0.45380387707075953,0,West,Infrastructure,Tundra/Barren,0
CROOKED CREEK,20.9,C,Lightning,43.94555556,-102.1641667,SD,8/24/2012,8/25/2012,Aug,8/24/2012 17:30,8/25/2012 12:39,1 days 00:00:00.000000000,7/25/2012,2012,Jul,726516,46715.64761,99999,2005,2020,9,1,726516-24024-2012.gz,23.35396175,21.56391185,21.58802395,27.70833333,4.197131148,3.791184573,2.907185629,4.1625,49.71721311,49.23966942,42.53293413,38.83333333,1,1,0,0,0.31615479052649587,1,Midwest,Natural,Tundra/Barren,1
WAGON SOUTH,8,B,Lightning,25.9933,-81.2897,FL,7/22/2011,7/24/2011,Jul,7/22/2011 13:00,7/24/2011 19:00,2 days 00:00:00.000000000,6/22/2011,2011,Jun,999999,10718.07234,92826,2006,2016,12,0.1,999999-94060-2011.gz,20.85048038,21.98277379,23.73523573,19.6786087,2.762777778,2.9477777780000003,2.7125,3.066666667,0,0,0,0,0,0,0,0,0.13466738480725948,2,South,Natural,Shrubland,1
NA,2.25,B,Arson,42.30782479,-76.14373151,NY,4/10/2005,4/10/2005,Apr,4/10/2005 16:10,4/10/2005 16:10,0 days 00:00:00.000000000,3/11/2005,2005,Mar,725194,82820.79335,99999,1977,2020,9,0.1,725194-99999-2005.gz,3.741111111,5.825335892999999,6.834080717000001,0,3.0106666669999997,3.55547025,3.878475336,0,71.06886657,73.55470738,69.30927835,0,1,1,1,0,0.07883606902365847,0,Northeast,Arson,Tundra/Barren,0
NA,25,C,Arson,36.31666,-92.16666,AR,2/13/2011,2/13/2011,Feb,2/13/2011 13:30,2/13/2011 18:00,0 days 00:00:00.000000000,1/14/2011,2011,Jan,723439,27931.64749,99999,2005,2020,0,1,723439-53918-2011.gz,-0.104570896,-1.212178388,-2.858130081,0,1.91512605,2.107388316,1.919918699,0,74.87701613,74.46703297,71.54771784,0,1,1,1,0,0.22536095918125088,0,South,Arson,Tundra/Barren,1
NA,1.94,B,Lightning,41.37964253,-73.84970773,NY,4/21/2006,4/21/2006,Apr,4/21/2006 16:55,4/21/2006 16:55,0 days 00:00:00.000000000,3/22/2006,2006,Mar,725038,24824.07131,99999,1973,2010,15,0.1,725038-14714-2006.gz,9.346097202,11.24418605,13.80981595,0,3.758615611,3.857848837,4.393251534,0,56.09595202,57.23809524,53.61290323,0,0,0,0,0,0.05935389016906733,0,Northeast,Natural,Forest,0
WOODS #2,50,C,Debris Burning,36.6309,-96.2614,OK,3/23/2001,3/23/2001,Mar,3/23/2001 16:00,3/23/2001 17:30,0 days 00:00:00.000000000,2/21/2001,2001,Feb,723565,26553.54033,99999,1937,2005,0,1,723565-99999-2001.gz,5.598574822000001,8.397402597000001,7.220238095,0,3.026175349,2.921348315,2.040425532,0,71.88770053,66.33922261,68.09160305,0,1,1,0,0,0.26333702277093707,0,South,Debris Burning,Tundra/Barren,1
2840096,2,B,Miscellaneous,39.04,-94.85,KS,10/11/2015,10/11/2015,Oct,10/11/2015 16:18,10/11/2015 18:53,0 days 00:00:00.000000000,9/11/2015,2015,Sep,724475,23157.39322,99999,1942,2020,0,0.1,724475-93909-2015.gz,18.15572254,15.81421911,14.564,0,3.725780347,2.68041958,2.139555556,0,74.36208991,73.28140704,78.27411168,0,1,1,1,0,0.2488545847337802,0,Midwest,Other/Unknown,Tundra/Barren,0
NA,20,C,Arson,31.86701967,-88.57686548,MS,2/29/1992,2/29/1992,Feb,2/29/1992 16:00,2/29/1992 18:15,0 days 00:00:00.000000000,1/30/1992,1992,Jan,722340,54238.58406,13865,1977,2019,12,1,722340-13865-1992.gz,11.46652778,13.87527778,13.10833333,0,2.6141666669999997,2.6325,2.723214286,0,71.72131148,74.71428571,76.56209150000001,0,1,1,1,0,0.1953073945095598,0,South,Arson,Shrubland,1
PIERCETOWN,22,C,Debris Burning,35.9858,-93.0644,AR,3/22/2014,3/23/2014,Mar,3/22/2014 18:00,3/23/2014 23:00,1 days 00:00:00.000000000,2/20/2014,2014,Feb,999999,54498.09187,3918,2005,2019,15,1,999999-04126-2014.gz,1.426921296,2.242615741,1.87718254,-0.8965277779999999,3.619583333,3.535277778,3.936904762,2.0125,0,0,0,0,0,0,0,0,0.23386943414162853,1,South,Debris Burning,Forest,1
WEST HAGEN,1.5,B,Miscellaneous,44.1207,-122.4337,OR,4/15/1999,4/16/1999,Apr,4/15/1999 18:00,4/16/1999 14:55,1 days 00:00:00.000000000,3/16/1999,1999,Mar,726945,79800.42382000001,24202,1977,2020,15,0.1,726945-99999-1999.gz,8.067773167,8.027700831,9.437869822,15.75,3.077455048,3.13767313,3.3751479289999997,4.8375,72.56328234,69.50558659,65.0887574,35.125,0,0,0,0,0.5177550944749105,1,West,Other/Unknown,Forest,0
SHITIKE ROAD FIRE,1.7,B,Arson,44.7636,-121.27,OR,5/4/2015,5/6/2015,May,5/4/2015 17:10,5/6/2015 17:00,2 days 00:00:00.000000000,4/4/2015,2015,Apr,726920,57359.3779,24230,1980,2020,15,0.1,726920-24230-2015.gz,7.759303882,9.8480662980000009,12.02559524,10.84166667,3.1034946239999996,2.8436111110000004,2.941566265,3.936170213,55.28225806,49.74444444,46.72891566,45.65957447,1,1,0,0,0.5056009414925797,2,West,Arson,Forest,0
NA,4,B,Arson,33.754758,-87.311335,AL,3/10/2003,3/10/2003,Mar,3/10/2003 16:50,3/10/2003 18:25,0 days 00:00:00.000000000,2/8/2003,2003,Feb,722280,56546.547739999995,13876,1973,2005,16,0.1,722280-13876-2003.gz,9.833125649,10.59585921,12.85327511,0,3.105815161,3.010766046,2.8637554589999996,0,77.00120773,79.81880734,77.095,0,1,1,1,0,0.18246985711414232,0,South,Arson,Forest,0
LINDEN - 6218,2,B,Debris Burning,33.45016667,-94.74666667,TX,9/4/2012,9/4/2012,Sep,9/4/2012 13:27,9/4/2012 18:08,0 days 00:00:00.000000000,8/5/2012,2012,Aug,720302,33467.13879,53963,2006,2020,16,0.1,720302-53963-2012.gz,28.01115242,27.86190918,30.02186879,0,2.024907063,2.310379981,2.812922465,0,56.88567429,55.732342010000004,51.15705765,0,0,0,0,0,0.2511337387924404,0,South,Debris Burning,Forest,0
QUATTRO DE MAYO,8,B,Missing/Undefined,45.30027777,-122.2575,OR,5/4/2013,5/4/2013,May,5/4/2013 13:18,NA,0 days 00:00:00.000000000,4/4/2013,2013,Apr,726985,29910.95482,99999,2006,2020,9,0.1,726985-24242-2013.gz,10.62212856,12.37181208,13.50894737,0,1.922444679,1.74966443,2.306842105,0,70.29100529,63.17977528,55.67368421,0,1,1,1,0,0.515603911334239,0,West,Other/Unknown,Tundra/Barren,1
NA,6,B,Arson,31.0819339,-89.63934659,MS,7/5/1994,7/5/1994,Jul,7/5/1994 16:15,7/5/1994 17:15,0 days 00:00:00.000000000,6/5/1994,1994,Jun,722348,51709.197360000006,53808,1973,2020,12,0.1,722348-99999-1994.gz,25.49087019,25.82336182,26.13373494,0,1.5605150209999998,1.5974358969999998,1.359036145,0,75.78540773,74.94586895,73.48795181,0,0,0,0,0,0.20560498301976748,0,South,Arson,Shrubland,1
10376,41,C,Arson,33.961,-94.53233334,OK,8/1/2011,8/1/2011,Aug,8/1/2011 18:15,8/1/2011 18:15,0 days 00:00:00.000000000,7/2/2011,2011,Jul,743312,15579.37634,99999,2006,2020,16,1,743312-53925-2011.gz,30.09243028,30.7927027,30.66162791,0,1.788977424,1.881351351,1.562790698,0,62.51128818,59.77837838,61,0,1,0,0,0,0.24879165497364353,0,South,Arson,Forest,1
NA,2,B,Debris Burning,31.73636689,-89.87348301,MS,5/19/2013,5/19/2013,May,5/19/2013 15:45,5/19/2013 17:39,0 days 00:00:00.000000000,4/19/2013,2013,Apr,720932,52799.63877,317,2011,2018,12,0.1,720932-00317-2013.gz,17.28956229,17.95264624,22.01272265,0,1.964253648,1.99735376,2.060814249,0,72.89041096,69.89189189,69.93484419,0,0,0,0,0,0.2072602306431293,0,South,Debris Burning,Shrubland,0
BOSTON,2,B,Debris Burning,48.818000000000005,-99.7944,ND,9/9/2009,9/9/2009,Sep,9/9/2009 20:37,9/9/2009 21:15,0 days 00:00:00.000000000,8/10/2009,2009,Aug,727573,102055.1165,99999,2006,2020,15,0.1,727573-94928-2009.gz,19.00608899,18.69339623,20.11178862,0,4.7295081969999995,4.687924528,5.12296748,0,67.15550351,64.97452829999999,67.40447154,0,1,1,1,0,0.29240758044426207,0,Midwest,Debris Burning,Forest,0
COAL CR,4,B,Lightning,42.0333,-107.1173,WY,8/2/1992,8/3/1992,Aug,8/2/1992 19:10,8/3/1992 10:00,1 days 00:00:00.000000000,7/3/1992,1992,Jul,725745,26805.847380000003,24057,1987,2005,9,0.1,725745-24057-1992.gz,20.42489451,21.10677966,22.50178571,24.29375,5.841983122,4.900423729,4.584821429,5.06875,42.42071882,41.5787234,34.91071429,29.375,1,0,0,0,0.36476987524342386,1,West,Natural,Tundra/Barren,0
135,5,B,Smoking,38.42,-94.99,KS,4/28/2015,4/28/2015,Apr,4/28/2015 21:14,4/28/2015 22:34,0 days 00:00:00.000000000,3/29/2015,2015,Mar,724475,46783.68543,99999,1942,2020,0,0.1,724475-93909-2015.gz,13.59063158,13.64620123,12.49727273,0,5.014451477,4.464329897,4.57260274,0,68.68206821,69.99576271,65.25114155,0,1,1,1,0,0.2504687149126359,0,Midwest,Recreational,Tundra/Barren,0
SHERRILLS MILL,21,C,Miscellaneous,29.18416667,-81.89444444,FL,1/10/2002,1/12/2002,Jan,1/10/2002 11:00,1/12/2002 17:00,2 days 00:00:00.000000000,12/11/2001,2001,Dec,722055,31433.82944,99999,1990,2020,12,1,722055-99999-2001.gz,14.68776371,10,0,0,2.9395569619999997,2.905102041,0,0,67.04697987,61.44791667,0,0,0,0,0,0,0.13722187122779173,2,South,Other/Unknown,Shrubland,1
